Station ID;Observer ID;Serial Number;Date;Time;ObsG;Dial;Feedback Correction;Earthtide Correction;Level Correction;Temperature Correction;Beam Error;Height;Elevation;Latitude;Longitude;Elapsed Time;Standard Deviation;Temperature Frequency;Note;Gradient;datetime;period;Drift_Estimated;G_final_corrected
IPNA_out;pablo;B-28;2024/07/09;16:16:24;0,573;2834;0,409;0,127;0;0,038;0,0008;24,0;607,7105;28,4795576;-16,32038175;107;0,0035;0;No notes.;3,086;2024-07-09 16:16:24;july1;-0,0046426471728595875;0,5776426471728595
IPNA_out;pablo;B-28;2024/07/09;16:16:51;0,574;2834;0,409;0,126;0;0,038;-0,0002;24,0;607,7105;28,4795576;-16,32038175;134;0,0046;0;No notes.;3,086;2024-07-09 16:16:51;july1;-0,004644406590983835;0,5786444065909838
IPNA_out;pablo;B-28;2024/07/09;16:17:10;0,567;2834;0,403;0,126;0;0,038;-0,0008;24,0;607,7105;28,4795576;-16,32038175;153;0,002;0;No notes.;3,086;2024-07-09 16:17:10;july1;-0,004645644890127615;0,5716456448901276
IPNA_out;pablo;B-28;2024/07/09;16:17:28;0,567;2834;0,403;0,126;0;0,038;-0,0001;24,0;607,7105;28,4795576;-16,32038175;171;0,0034;0;No notes.;3,086;2024-07-09 16:17:28;july1;-0,00464681816048601;0,5716468181604859
CHIP;pablo;B-28;2024/07/31;08:12:28;0,111;2522;-0,024;0,097;0;0,038;0,0001;24,7;1946,8109;28,37399983;-16,46387039;69;0,0031;0;No notes.;3,086;2024-07-31 08:12:28;july2;0,0;0,111
CHIP;pablo;B-28;2024/07/31;08:12:45;0,112;2522;-0,023;0,097;0;0,038;-0,0001;24,7;1946,8109;28,37399983;-16,46387039;86;0,0022;0;No notes.;3,086;2024-07-31 08:12:45;july2;6,97374027636144e-07;0,11199930262597237
CHIP;pablo;B-28;2024/07/31;08:13:01;0,11;2522;-0,025;0,098;0;0,038;-0,0003;24,7;1946,8109;28,37399983;-16,46387039;102;0,002;0;No notes.;3,086;2024-07-31 08:13:01;july2;1,3537378906747222e-06;0,10999864626210933
CHIP;pablo;B-28;2024/07/31;08:13:19;0,108;2522;-0,028;0,098;0;0,038;-0,0001;24,7;1946,8109;28,37399983;-16,46387039;120;0,003;0;No notes.;3,086;2024-07-31 08:13:19;july2;2,0921609571455946e-06;0,10799790783904285
CHIP;pablo;B-28;2024/07/31;08:13:36;0,107;2522;-0,028;0,098;0;0,038;0,0;24,7;1946,8109;28,37399983;-16,46387039;137;0,002;0;No notes.;3,086;2024-07-31 08:13:36;july2;2,7895738587968566e-06;0,1069972104261412
CARA;pablo;B-28;2024/07/31;11:21:45;0,145;2472;-0,045;0,151;0;0,038;-0,0056;24,0;2263,927;28,30684047;-16,53620543;51;0,0092;0;No notes.;3,086;2024-07-31 11:21:45;july2;0,00046877414620127844;0,1445312258537987
CARA;pablo;B-28;2024/07/31;11:22:02;0,154;2472;-0,035;0,151;0;0,038;0,0012;24,0;2263,927;28,30684047;-16,53620543;68;0,0033;0;No notes.;3,086;2024-07-31 11:22:02;july2;0,0004694801769580259;0,15353051982304197
CARA;pablo;B-28;2024/07/31;11:22:18;0,156;2472;-0,033;0,151;0;0,038;0,0004;24,0;2263,927;28,30684047;-16,53620543;84;0,0023;0;No notes.;3,086;2024-07-31 11:22:18;july2;0,00047014468833084244;0,15552985531166916
CARA;pablo;B-28;2024/07/31;11:22:34;0,155;2472;-0,034;0,151;0;0,038;-0,0001;24,0;2263,927;28,30684047;-16,53620543;100;0,0023;0;No notes.;3,086;2024-07-31 11:22:34;july2;0,00047080921118181074;0,1545291907888182
CARA;pablo;B-28;2024/07/31;11:22:51;0,155;2472;-0,034;0,151;0;0,038;0,0;24,0;2263,927;28,30684047;-16,53620543;117;0,0025;0;No notes.;3,086;2024-07-31 11:22:51;july2;0,0004715152792882371;0,15452848472071176
CARA;pablo;B-28;2024/07/31;11:23:17;0,156;2472;-0,033;0,151;0;0,038;0,0002;24,0;2263,927;28,30684047;-16,53620543;143;0,0023;0;No notes.;3,086;2024-07-31 11:23:17;july2;0,00047259517322073563;0,15552740482677926
CAMI1;pablo;B-28;2024/07/31;12:04:20;0,135;2618;-0,039;0,136;0;0,038;0,0021;24,8;1627,8385;28,33027952;-16,5320114;66;0,004;0;No notes.;3,086;2024-07-31 12:04:20;july2;0,0005750317921695558;0,13442496820783045
CAMI1;pablo;B-28;2024/07/31;12:04:40;0,136;2618;-0,038;0,136;0;0,038;-0,0006;24,8;1627,8385;28,33027952;-16,5320114;86;0,0028;0;No notes.;3,086;2024-07-31 12:04:40;july2;0,0005758647091300695;0,13542413529086994
CAMI1;pablo;B-28;2024/07/31;12:04:56;0,131;2618;-0,042;0,135;0;0,038;-0,001;24,8;1627,8385;28,33027952;-16,5320114;102;0,0031;0;No notes.;3,086;2024-07-31 12:04:56;july2;0,0005765310556113956;0,1304234689443886
CAMI1;pablo;B-28;2024/07/31;12:05:12;0,122;2618;-0,051;0,135;0;0,038;-0,0027;24,8;1627,8385;28,33027952;-16,5320114;118;0,0079;0;No notes.;3,086;2024-07-31 12:05:12;july2;0,0005771974135713176;0,12142280258642868
CAMI1;pablo;B-28;2024/07/31;12:05:29;0,126;2618;-0,047;0,135;0;0,038;0,0017;24,8;1627,8385;28,33027952;-16,5320114;135;0,003;0;No notes.;3,086;2024-07-31 12:05:29;july2;0,0005779054314807297;0,12542209456851927
CAMI1;pablo;B-28;2024/07/31;12:05:48;0,126;2618;-0,047;0,135;0;0,038;-0,0005;24,8;1627,8385;28,33027952;-16,5320114;154;0,0022;0;No notes.;3,086;2024-07-31 12:05:48;july2;0,0005786967609491267;0,12542130323905087
CAMI1;pablo;B-28;2024/07/31;12:06:04;0,117;2618;-0,055;0,135;0;0,038;-0,0031;24,8;1627,8385;28,33027952;-16,5320114;170;0,0086;0;No notes.;3,086;2024-07-31 12:06:04;july2;0,0005793631562136525;0,11642063684378635
CAMI2;pablo;B-28;2024/07/31;12:33:26;0,075;2598;-0,083;0,12;0;0,038;0,0006;23,8;1717,3973;28,33115231;-16,52385337;67;0,0044;0;No notes.;3,086;2024-07-31 12:33:26;july2;0,0006478130038483076;0,07435218699615169
CAMI2;pablo;B-28;2024/07/31;12:33:43;0,076;2598;-0,081;0,12;0;0,038;0,0;23,8;1717,3973;28,33115231;-16,52385337;84;0,0027;0;No notes.;3,086;2024-07-31 12:33:43;july2;0,0006485223129877316;0,07535147768701227
CAMI2;pablo;B-28;2024/07/31;12:34:09;0,074;2598;-0,083;0,119;0;0,038;-0,0005;23,8;1717,3973;28,33115231;-16,52385337;110;0,0019;0;No notes.;3,086;2024-07-31 12:34:09;july2;0,0006496071637942524;0,07335039283620574
CAMI2;pablo;B-28;2024/07/31;12:34:24;0,072;2598;-0,085;0,119;0;0,038;-0,0004;23,8;1717,3973;28,33115231;-16,52385337;125;0,0014;0;No notes.;3,086;2024-07-31 12:34:24;july2;0,0006502330530471223;0,07134976694695287
CAMI2;pablo;B-28;2024/07/31;12:34:41;0,072;2598;-0,085;0,119;0;0,038;0,0;23,8;1717,3973;28,33115231;-16,52385337;142;0,0016;0;No notes.;3,086;2024-07-31 12:34:41;july2;0,0006509424063962932;0,0713490575936037
CAMI2;pablo;B-28;2024/07/31;12:34:56;0,071;2598;-0,086;0,119;0;0,038;-0,0002;23,8;1717,3973;28,33115231;-16,52385337;157;0,0021;0;No notes.;3,086;2024-07-31 12:34:56;july2;0,0006515683171710585;0,07034843168282894
CAMI2;pablo;B-28;2024/07/31;12:35:13;0,069;2598;-0,087;0,119;0;0,038;0,0;23,8;1717,3973;28,33115231;-16,52385337;174;0,0055;0;No notes.;3,086;2024-07-31 12:35:13;july2;0,0006522776949118292;0,06834772230508818
CAMI3;pablo;B-28;2024/07/31;12:56:08;0,111;2572;-0,023;0,105;0;0,028;0,0011;26,0;1818,4715;28,33688079;-16,50579751;66;0,003;26;No notes.;3,086;2024-07-31 12:56:08;july2;0,0007046822517990936;0,11029531774820091
CAMI3;pablo;B-28;2024/07/31;12:56:28;0,109;2572;-0,024;0,105;0;0,028;-0,0001;26,0;1818,4715;28,33688079;-16,50579751;86;0,0027;28;No notes.;3,086;2024-07-31 12:56:28;july2;0,0007055179558579372;0,10829448204414206
CAMI3;pablo;B-28;2024/07/31;12:56:44;0,107;2572;-0,026;0,104;0;0,028;-0,0004;26,0;1818,4715;28,33688079;-16,50579751;102;0,0031;27;No notes.;3,086;2024-07-31 12:56:44;july2;0,0007061865320179272;0,10629381346798207
CAMI3;pablo;B-28;2024/07/31;12:57:00;0,106;2572;-0,026;0,104;0;0,028;0,0;26,0;1818,4715;28,33688079;-16,50579751;118;0,0018;27;No notes.;3,086;2024-07-31 12:57:00;july2;0,0007068551196565132;0,10529314488034348
CAMI3;pablo;B-28;2024/07/31;12:57:17;0,104;2572;-0,028;0,104;0;0,028;0,0001;26,0;1818,4715;28,33688079;-16,50579751;135;0,0021;28;No notes.;3,086;2024-07-31 12:57:17;july2;0,0007075655065993391;0,10329243449340066
CAMI3;pablo;B-28;2024/07/31;12:57:34;0,105;2572;-0,027;0,104;0;0,028;-0,0001;26,0;1818,4715;28,33688079;-16,50579751;152;0,0015;27;No notes.;3,086;2024-07-31 12:57:34;july2;0,0007082759065002442;0,10429172409349975
CAMI3;pablo;B-28;2024/07/31;12:57:55;0,102;2572;-0,03;0,104;0;0,027;-0,0006;26,0;1818,4715;28,33688079;-16,50579751;173;0,0042;29;No notes.;3,086;2024-07-31 12:57:55;july2;0,0007091534772090125;0,10129084652279098
CAMI4;pablo;B-28;2024/07/31;13:26:36;0,044;2544;-0,071;0,082;0;0,033;-0,0006;28,8;1957,0007;28,32786663;-16,5105177;84;0,004;13;No notes.;3,086;2024-07-31 13:26:36;july2;0,0007811396972474682;0,04321886030275253
CAMI4;pablo;B-28;2024/07/31;13:26:54;0,036;2544;-0,079;0,082;0;0,033;-0,0009;28,8;1957,0007;28,32786663;-16,5105177;102;0,0022;13;No notes.;3,086;2024-07-31 13:26:54;july2;0,0007818933054257737;0,035218106694574224
CAMI4;pablo;B-28;2024/07/31;13:27:19;0,031;2544;-0,084;0,082;0;0,033;-0,0006;28,8;1957,0007;28,32786663;-16,5105177;127;0,003;13;No notes.;3,086;2024-07-31 13:27:19;july2;0,0007829400075516357;0,030217059992448364
CAMI4;pablo;B-28;2024/07/31;13:27:34;0,025;2544;-0,089;0,082;0;0,033;-0,0004;28,8;1957,0007;28,32786663;-16,5105177;142;0,0024;14;No notes.;3,086;2024-07-31 13:27:34;july2;0,0007835680422783042;0,024216431957721697
CAMI4;pablo;B-28;2024/07/31;13:27:50;0,023;2544;-0,092;0,081;0;0,033;-0,0005;28,8;1957,0007;28,32786663;-16,5105177;158;0,0023;13;No notes.;3,086;2024-07-31 13:27:50;july2;0,0007842379571065816;0,022215762042893418
CAMI4;pablo;B-28;2024/07/31;13:28:11;0,019;2544;-0,096;0,081;0;0,033;-0,0007;28,8;1957,0007;28,32786663;-16,5105177;179;0,0033;13;No notes.;3,086;2024-07-31 13:28:11;july2;0,0007851172377377758;0,018214882762262224
CAMI4;pablo;B-28;2024/07/31;13:28:30;0,011;2544;-0,103;0,081;0;0,033;-0,0017;28,8;1957,0007;28,32786663;-16,5105177;198;0,0057;13;No notes.;3,086;2024-07-31 13:28:30;july2;0,000785912794394994;0,010214087205605005
CAMI4;pablo;B-28;2024/07/31;13:28:47;0,04;2544;-0,073;0,081;0;0,033;0,0059;28,8;1957,0007;28,32786663;-16,5105177;215;0,006;14;No notes.;3,086;2024-07-31 13:28:47;july2;0,0007866246219663253;0,039213375378033676
CAMI4;pablo;B-28;2024/07/31;13:29:03;0,039;2544;-0,074;0,08;0;0,033;-0,0007;28,8;1957,0007;28,32786663;-16,5105177;231;0,0022;14;No notes.;3,086;2024-07-31 13:29:03;july2;0,0007872945891644889;0,03821270541083551
CAMI4;pablo;B-28;2024/07/31;13:29:20;0,035;2544;-0,078;0,08;0;0,033;-0,0007;28,8;1957,0007;28,32786663;-16,5105177;248;0,0013;13;No notes.;3,086;2024-07-31 13:29:20;july2;0,0007880064418896993;0,034211993558110304
CAMI4;pablo;B-28;2024/07/31;13:29:36;0,035;2544;-0,078;0,08;0;0,033;-0,0001;28,8;1957,0007;28,32786663;-16,5105177;264;0,0015;14;No notes.;3,086;2024-07-31 13:29:36;july2;0,0007886764327622586;0,034211323567237745
CAMI5;pablo;B-28;2024/07/31;13:55:12;-0,046;2531;-0,132;0,059;0;0,027;0,0005;24,4;2011,3112;28,3197011;-16,51381376;67;0,003;31;No notes.;3,086;2024-07-31 13:55:12;july2;0,0008530489999434288;-0,04685304899994343
CAMI5;pablo;B-28;2024/07/31;13:56:06;-0,06;2531;-0,145;0,059;0;0,026;-0,0036;24,4;2011,3112;28,3197011;-16,51381376;121;0,0096;33;No notes.;3,086;2024-07-31 13:56:06;july2;0,000855314022881748;-0,060855314022881746
CAMI5;pablo;B-28;2024/07/31;13:56:32;-0,051;2531;-0,135;0,059;0;0,025;-0,0005;24,4;2011,3112;28,3197011;-16,51381376;147;0,0026;35;No notes.;3,086;2024-07-31 13:56:32;july2;0,0008564046361128064;-0,0518564046361128
CAMI5;pablo;B-28;2024/07/31;13:56:59;-0,051;2531;-0,135;0,058;0;0,025;-0,0001;24,4;2011,3112;28,3197011;-16,51381376;174;0,0014;35;No notes.;3,086;2024-07-31 13:56:59;july2;0,0008575372280876792;-0,051857537228087676
CAMI5;pablo;B-28;2024/07/31;13:57:21;-0,056;2531;-0,139;0,058;0;0,026;-0,0006;24,4;2011,3112;28,3197011;-16,51381376;196;0,0017;34;No notes.;3,086;2024-07-31 13:57:21;july2;0,000858460104975256;-0,05685846010497526
CAMI5;pablo;B-28;2024/07/31;13:57:43;-0,057;2531;-0,139;0,057;0;0,025;-0,0002;24,4;2011,3112;28,3197011;-16,51381376;218;0,0014;35;No notes.;3,086;2024-07-31 13:57:43;july2;0,0008593830035643624;-0,057859383003564364
CAMI5;pablo;B-28;2024/07/31;13:58:03;-0,055;2531;-0,138;0,057;0;0,024;0,0001;24,4;2011,3112;28,3197011;-16,51381376;238;0,002;37;No notes.;3,086;2024-07-31 13:58:03;july2;0,0008602220211133549;-0,055860222021113355
CAMI5;pablo;B-28;2024/07/31;13:58:23;-0,057;2531;-0,138;0,057;0;0,024;0,0;24,4;2011,3112;28,3197011;-16,51381376;258;0,0034;37;No notes.;3,086;2024-07-31 13:58:23;july2;0,0008610610565973342;-0,057861061056597336
CAMI5;pablo;B-28;2024/07/31;13:58:40;-0,057;2531;-0,138;0,057;0;0,024;0,0003;24,4;2011,3112;28,3197011;-16,51381376;275;0,0035;38;No notes.;3,086;2024-07-31 13:58:40;july2;0,0008617742508600923;-0,057861774250860094
CAMI5;pablo;B-28;2024/07/31;13:58:56;-0,058;2531;-0,138;0,056;0;0,024;0,0003;24,4;2011,3112;28,3197011;-16,51381376;291;0,0037;39;No notes.;3,086;2024-07-31 13:58:56;july2;0,000862445504356435;-0,05886244550435644
CAMI6;pablo;B-28;2024/07/31;14:19:33;-0,116;2502;-0,175;0,039;0;0,019;-0,0056;29,0;2121,0476;28,32061618;-16,5023996;51;0,0078;51;No notes.;3,086;2024-07-31 14:19:33;july2;0,0009143765384620473;-0,11691437653846205
CAMI6;pablo;B-28;2024/07/31;14:19:49;-0,11;2502;-0,169;0,039;0;0,019;0,0005;29,0;2121,0476;28,32061618;-16,5023996;67;0,0035;51;No notes.;3,086;2024-07-31 14:19:49;july2;0,0009150486908602318;-0,11091504869086023
CAMI6;pablo;B-28;2024/07/31;14:20:07;-0,111;2502;-0,169;0,039;0;0,02;-0,0004;29,0;2121,0476;28,32061618;-16,5023996;85;0,0042;50;No notes.;3,086;2024-07-31 14:20:07;july2;0,000915804876028492;-0,1119158048760285
CAMI6;pablo;B-28;2024/07/31;14:20:28;-0,111;2502;-0,169;0,039;0;0,019;0,0006;29,0;2121,0476;28,32061618;-16,5023996;106;0,0032;51;No notes.;3,086;2024-07-31 14:20:28;july2;0,0009166871104189234;-0,11191668711041892
CAMI6;pablo;B-28;2024/07/31;14:20:43;-0,113;2502;-0,17;0,038;0;0,019;-0,0001;29,0;2121,0476;28,32061618;-16,5023996;121;0,0031;51;No notes.;3,086;2024-07-31 14:20:43;july2;0,0009173172899468174;-0,11391731728994682
CAMI6;pablo;B-28;2024/07/31;14:21:17;-0,112;2502;-0,17;0,038;0;0,02;-0,0002;29,0;2121,0476;28,32061618;-16,5023996;155;0,0032;50;No notes.;3,086;2024-07-31 14:21:17;july2;0,000918745734226567;-0,11291874573422657
CAMI6;pablo;B-28;2024/07/31;14:21:34;-0,114;2502;-0,171;0,038;0;0,019;-0,0003;29,0;2121,0476;28,32061618;-16,5023996;172;0,0029;51;No notes.;3,086;2024-07-31 14:21:34;july2;0,0009194599758033384;-0,11491945997580334
CAMI6;pablo;B-28;2024/07/31;14:21:51;-0,114;2502;-0,171;0,038;0;0,019;-0,0004;29,0;2121,0476;28,32061618;-16,5023996;189;0,0041;51;No notes.;3,086;2024-07-31 14:21:51;july2;0,0009201742303384108;-0,11492017423033841
CAMI6;pablo;B-28;2024/07/31;14:22:09;-0,115;2502;-0,172;0,037;0;0,02;-0,0004;29,0;2121,0476;28,32061618;-16,5023996;207;0,003;50;No notes.;3,086;2024-07-31 14:22:09;july2;0,0009209305139696866;-0,11592093051396969
CAMI6;pablo;B-28;2024/07/31;14:22:27;-0,117;2502;-0,173;0,037;0;0,019;-0,0004;29,0;2121,0476;28,32061618;-16,5023996;225;0,0027;52;No notes.;3,086;2024-07-31 14:22:27;july2;0,0009216868121284527;-0,11792168681212846
CAMI6;pablo;B-28;2024/07/31;14:22:43;-0,117;2502;-0,173;0,037;0;0,019;-0,0002;29,0;2121,0476;28,32061618;-16,5023996;241;0,0032;51;No notes.;3,086;2024-07-31 14:22:43;july2;0,0009223590893541189;-0,11792235908935413
CAMI6;pablo;B-28;2024/07/31;14:22:59;-0,118;2502;-0,174;0,037;0;0,019;-0,0002;29,0;2121,0476;28,32061618;-16,5023996;257;0,0014;51;No notes.;3,086;2024-07-31 14:22:59;july2;0,000923031378058381;-0,11892303137805837
CAMI7;pablo;B-28;2024/07/31;14:54:20;-0,152;2457;-0,187;0,011;0;0,023;0,0012;26,7;2302,5062;28,307786;-16,51819795;66;0,0029;40;No notes.;3,086;2024-07-31 14:54:20;july2;0,0010021473146806237;-0,15300214731468062
CAMI7;pablo;B-28;2024/07/31;14:54:48;-0,15;2457;-0,184;0,011;0;0,023;0,0006;26,7;2302,5062;28,307786;-16,51819795;94;0,0027;40;No notes.;3,086;2024-07-31 14:54:48;july2;0,0010033262090336503;-0,15100332620903364
CAMI7;pablo;B-28;2024/07/31;14:55:14;-0,15;2457;-0,184;0,011;0;0,024;-0,0003;26,7;2302,5062;28,307786;-16,51819795;120;0,0027;39;No notes.;3,086;2024-07-31 14:55:14;july2;0,0010044209281230287;-0,15100442092812302
CAMI7;pablo;B-28;2024/07/31;14:55:33;-0,148;2457;-0,181;0,01;0;0,023;0,0006;26,7;2302,5062;28,307786;-16,51819795;139;0,0027;41;No notes.;3,086;2024-07-31 14:55:33;july2;0,0010052209343178742;-0,14900522093431787
CAMI7;pablo;B-28;2024/07/31;14:55:53;-0,152;2457;-0,184;0,01;0;0,023;-0,001;26,7;2302,5062;28,307786;-16,51819795;159;0,0027;41;No notes.;3,086;2024-07-31 14:55:53;july2;0,0010060630635886358;-0,15300606306358863
CAMI7;pablo;B-28;2024/07/31;14:56:15;-0,149;2457;-0,182;0,01;0;0,022;0,0007;26,7;2302,5062;28,307786;-16,51819795;181;0,0058;43;No notes.;3,086;2024-07-31 14:56:15;july2;0,001006989426501459;-0,15000698942650145
CAMI7;pablo;B-28;2024/07/31;14:56:30;-0,148;2457;-0,18;0,01;0;0,022;0,0004;26,7;2302,5062;28,307786;-16,51819795;196;0,0041;43;No notes.;3,086;2024-07-31 14:56:30;july2;0,0010076210500207239;-0,14900762105002072
CAMI7;pablo;B-28;2024/07/31;14:56:50;-0,147;2457;-0,179;0,009;0;0,023;-0,0001;26,7;2302,5062;28,307786;-16,51819795;216;0,0034;41;No notes.;3,086;2024-07-31 14:56:50;july2;0,0010084632304061536;-0,14800846323040615
CAMI7;pablo;B-28;2024/07/31;14:57:06;-0,144;2457;-0,175;0,009;0;0,022;0,0013;26,7;2302,5062;28,307786;-16,51819795;232;0,0034;44;No notes.;3,086;2024-07-31 14:57:06;july2;0,0010091369876277234;-0,1450091369876277
CAMI7;pablo;B-28;2024/07/31;14:57:23;-0,145;2457;-0,176;0,009;0;0,022;-0,0004;26,7;2302,5062;28,307786;-16,51819795;249;0,0038;43;No notes.;3,086;2024-07-31 14:57:23;july2;0,0010098528672524143;-0,1460098528672524
CAMI7;pablo;B-28;2024/07/31;14:57:43;-0,144;2457;-0,175;0,009;0;0,022;0,0003;26,7;2302,5062;28,307786;-16,51819795;269;0,0033;43;No notes.;3,086;2024-07-31 14:57:43;july2;0,0010106950951656035;-0,1450106950951656
CAMI7;pablo;B-28;2024/07/31;14:58:11;-0,141;2457;-0,171;0,008;0;0,022;-0,0008;26,7;2302,5062;28,307786;-16,51819795;297;0,0056;44;No notes.;3,086;2024-07-31 14:58:11;july2;0,0010118742443749884;-0,14201187424437497
CAMI7;pablo;B-28;2024/07/31;14:58:27;-0,139;2457;-0,169;0,008;0;0,022;0,0007;26,7;2302,5062;28,307786;-16,51819795;313;0,0025;45;No notes.;3,086;2024-07-31 14:58:27;july2;0,0010125480597058534;-0,14001254805970587
CAMI8;pablo;B-28;2024/07/31;15:27:21;-0,193;2482;-0,213;-0,014;0;0,034;-0,009;29,6;2233,0811;28,28732827;-16,51274691;52;0,0097;11;No notes.;3,086;2024-07-31 15:27:21;july2;0,0010856408258768102;-0,19408564082587682
CAMI8;pablo;B-28;2024/07/31;15:27:38;-0,185;2482;-0,204;-0,014;0;0,033;0,0007;29,6;2233,0811;28,28732827;-16,51274691;69;0,0027;13;No notes.;3,086;2024-07-31 15:27:38;july2;0,0010863580889624025;-0,1860863580889624
CAMI8;pablo;B-28;2024/07/31;15:27:55;-0,185;2482;-0,204;-0,014;0;0,033;0,0;29,6;2233,0811;28,28732827;-16,51274691;86;0,0029;12;No notes.;3,086;2024-07-31 15:27:55;july2;0,0010870753650060738;-0,18608707536500607
CAMI8;pablo;B-28;2024/07/31;15:28:10;-0,184;2482;-0,204;-0,014;0;0,033;-0,0002;29,6;2233,0811;28,28732827;-16,51274691;101;0,0029;12;No notes.;3,086;2024-07-31 15:28:10;july2;0,0010877082663935944;-0,1850877082663936
CAMI8;pablo;B-28;2024/07/31;15:28:26;-0,183;2482;-0,202;-0,014;0;0,033;0,0004;29,6;2233,0811;28,28732827;-16,51274691;117;0,0024;13;No notes.;3,086;2024-07-31 15:28:26;july2;0,001088383372326751;-0,18408838337232675
CAMI8;pablo;B-28;2024/07/31;15:28:42;-0,185;2482;-0,203;-0,015;0;0,033;0,0;29,6;2233,0811;28,28732827;-16,51274691;133;0,0025;13;No notes.;3,086;2024-07-31 15:28:42;july2;0,0010890584897385036;-0,1860890584897385
CAMI8;pablo;B-28;2024/07/31;15:29:02;-0,185;2482;-0,203;-0,015;0;0,033;0,0;29,6;2233,0811;28,28732827;-16,51274691;153;0,0033;14;No notes.;3,086;2024-07-31 15:29:02;july2;0,0010899024026445048;-0,1860899024026445
CAMI8;pablo;B-28;2024/07/31;15:29:18;-0,185;2482;-0,203;-0,015;0;0,033;0,0001;29,6;2233,0811;28,28732827;-16,51274691;169;0,0021;13;No notes.;3,086;2024-07-31 15:29:18;july2;0,0010905775458824873;-0,18609057754588249
CAMI8;pablo;B-28;2024/07/31;15:29:53;-0,186;2482;-0,204;-0,015;0;0,033;-0,0003;29,6;2233,0811;28,28732827;-16,51274691;204;0,0025;14;No notes.;3,086;2024-07-31 15:29:53;july2;0,0010920544617329941;-0,187092054461733
CAMI8;pablo;B-28;2024/07/31;15:30:13;-0,187;2482;-0,205;-0,016;0;0,032;-0,0001;29,6;2233,0811;28,28732827;-16,51274691;224;0,0044;15;No notes.;3,086;2024-07-31 15:30:13;july2;0,0010928984383082874;-0,1880928984383083
CAMI9;pablo;B-28;2024/07/31;15:49:24;-0,211;2439;-0,213;-0,029;0;0,031;0,0005;23,5;2379,405;28,297288;-16,5113629;69;0,0018;18;No notes.;3,086;2024-07-31 15:49:24;july2;0,0011414995066678646;-0,21214149950666786
CAMI9;pablo;B-28;2024/07/31;15:49:41;-0,209;2439;-0,211;-0,029;0;0,031;0,0002;23,5;2379,405;28,297288;-16,5113629;86;0,0029;19;No notes.;3,086;2024-07-31 15:49:41;july2;0,001142217778193233;-0,21014221777819322
CAMI9;pablo;B-28;2024/07/31;15:49:59;-0,208;2439;-0,21;-0,029;0;0,032;0,0004;23,5;2379,405;28,297288;-16,5113629;104;0,0024;17;No notes.;3,086;2024-07-31 15:49:59;july2;0,001142978315108678;-0,20914297831510867
CAMI9;pablo;B-28;2024/07/31;15:50:14;-0,209;2439;-0,211;-0,029;0;0,031;0,0001;23,5;2379,405;28,297288;-16,5113629;119;0,0029;18;No notes.;3,086;2024-07-31 15:50:14;july2;0,0011436121069690053;-0,210143612106969
CAMI9;pablo;B-28;2024/07/31;15:50:30;-0,209;2439;-0,211;-0,029;0;0,031;0,0;23,5;2379,405;28,297288;-16,5113629;135;0,002;18;No notes.;3,086;2024-07-31 15:50:30;july2;0,0011442881627394819;-0,21014428816273947
CAMI9;pablo;B-28;2024/07/31;15:50:46;-0,209;2439;-0,211;-0,029;0;0,032;0,0;23,5;2379,405;28,297288;-16,5113629;151;0,0016;17;No notes.;3,086;2024-07-31 15:50:46;july2;0,0011449642299885543;-0,21014496422998855
CAMI9;pablo;B-28;2024/07/31;15:51:02;-0,21;2439;-0,212;-0,03;0;0,032;-0,0005;23,5;2379,405;28,297288;-16,5113629;167;0,0015;16;No notes.;3,086;2024-07-31 15:51:02;july2;0,0011456403087157785;-0,21114564030871577
CAMI9;pablo;B-28;2024/07/31;15:51:28;-0,211;2439;-0,212;-0,03;0;0,031;-0,0002;23,5;2379,405;28,297288;-16,5113629;193;0,0022;19;No notes.;3,086;2024-07-31 15:51:28;july2;0,0011467389611290457;-0,21214673896112904
CAMI9;pablo;B-28;2024/07/31;15:51:43;-0,211;2439;-0,212;-0,03;0;0,031;0,0006;23,5;2379,405;28,297288;-16,5113629;208;0,003;19;No notes.;3,086;2024-07-31 15:51:43;july2;0,0011473728128472693;-0,21214737281284726
CAMI9;pablo;B-28;2024/07/31;15:51:59;-0,212;2439;-0,213;-0,03;0;0,031;-0,0001;23,5;2379,405;28,297288;-16,5113629;224;0,0018;18;No notes.;3,086;2024-07-31 15:51:59;july2;0,00114804893246645;-0,21314804893246644
IPNA_out;pablo;B-28;2024/07/31;17:54:41;-0,261;2835;-0,223;-0,076;0;0,038;0,0014;24,0;607,7105;28,4795576;-16,32038175;79;0,0032;0;No notes.;3,086;2024-07-31 17:54:41;july2;0,0014603661874772467;-0,26246036618747726
IPNA_out;pablo;B-28;2024/07/31;17:55:24;-0,259;2835;-0,221;-0,076;0;0,038;0,0001;24,0;607,7105;28,4795576;-16,32038175;122;0,0032;0;No notes.;3,086;2024-07-31 17:55:24;july2;0,0014621975098543238;-0,26046219750985433
IPNA_out;pablo;B-28;2024/07/31;17:55:40;-0,257;2835;-0,219;-0,076;0;0,038;0,0005;24,0;607,7105;28,4795576;-16,32038175;138;0,0039;0;No notes.;3,086;2024-07-31 17:55:40;july2;0,0014628789532975528;-0,25846287895329756
